共通顧客番号,商品ラインコード,ゼミ区分,学年,年月,3ヵ月後退会flg,企業生区分,申込ツール区分,新規復活区分,割引率,支払形態区分,支払形態区分-3,支払ツール区分,支払ツール区分-3,入会フラグ,直近3ヶ月以内入会flg,契約支払期間,契約支払期間-3,END生flg,直近3ヶ月以内_支払形態変更,直近3ヶ月以内_支払いツール変更,直近3ヶ月以内_契約支払期間変更,直近3ヶ月以内_支払形態変更状況,直近3ヶ月以内_支払いツール変更状況,直近3ヶ月以内_契約支払期間変更状況,現在の支払形態_直近の変更有無,現在の支払いツール_直近の変更有無,現在の契約支払期間_直近の変更有無,直近3ヶ月以内_END更新,契約受付年月日_期間(m),契約支払開始年月_d_期間(m),契約支払終了年月_d_期間(m),利用サービス開始年月_d_期間(m),性別区分,保護者メールアドレス有flg,県コード,通学校区分,月齢区分,NGK区分,学期制区分,小ゼミ受講講座,小ゼミ受講講座取得区分,プレ中受講講座,プレ中受講講座取得区分,中ゼミ受講講座,中ゼミ受講講座取得区分,高ゼミ受講講座,高ゼミ受講講座取得区分,高ゼミ英語受講有フラグ,高ゼミ英語受講取得区分,高ゼミ数学受講有フラグ,高ゼミ数学受講取得区分,高ゼミ国語受講有フラグ,高ゼミ国語受講取得区分,高ゼミ小論文受講有フラグ,高ゼミ小論文受講取得区分,高ゼミ物理受講有フラグ,高ゼミ物理受講取得区分,高ゼミ化学受講有フラグ,高ゼミ化学受講取得区分,高ゼミ生物受講有フラグ,高ゼミ生物受講取得区分,高ゼミ地学受講有フラグ,高ゼミ地学受講取得区分,高ゼミ科学と人間生活受講有フラグ,高ゼミ科学と人間生活受講取得区分,高ゼミ日本史受講有フラグ,高ゼミ日本史受講取得区分,高ゼミ世界史受講有フラグ,高ゼミ世界史受講取得区分,高ゼミ地理受講有フラグ,高ゼミ地理受講取得区分,高ゼミ現社政経受講有フラグ,高ゼミ現社政経受講取得区分,高ゼミ倫理受講有フラグ,高ゼミ倫理受講取得区分,高ゼミ公民受講有フラグ,高ゼミ公民受講取得区分,高ゼミ受講教科数,高ゼミ受講科目数,高ゼミHB英語受講有フラグ,高ゼミHB英語受講取得区分,高ゼミHB数学受講有フラグ,高ゼミHB数学受講取得区分,高ゼミHB受講教科数,高ゼミHB受講科目数,高ゼミHB受講有フラグ,小ゼミ低学年コース,小ゼミ低学年コース取得区分,小ゼミ高学年算数コース,小ゼミ高学年算数コース取得区分,小ゼミ高学年国語コース,小ゼミ高学年国語コース取得区分,中ゼミ英語コース,中ゼミ英語コース取得区分,中ゼミ数学コース,中ゼミ数学コース取得区分,中ゼミ難私数学コース,中ゼミ難私数学コース取得区分,中３英数コース,中３英数コース取得区分,高ゼミ英語コース,高ゼミ英語コース取得区分,高ゼミ数学コース,高ゼミ数学コース取得区分,高ゼミ国語コース,高ゼミ国語コース取得区分,高ゼミ受講プラン,高ゼミ受講プラン取得区分,小ゼミ国語教科書,小ゼミ国語教科書取得区分,小ゼミ算数教科書,小ゼミ算数教科書取得区分,小ゼミ理科教科書,小ゼミ理科教科書取得区分,小ゼミ社会教科書,小ゼミ社会教科書取得区分,S1_J_KYOKASHO,S1_M_KYOKASHO,S1_R_KYOKASHO,S1_S_KYOKASHO,S2_J_KYOKASHO,S2_M_KYOKASHO,S2_R_KYOKASHO,S2_S_KYOKASHO,S3_J_KYOKASHO,S3_M_KYOKASHO,S3_R_KYOKASHO,S3_S_KYOKASHO,S4_J_KYOKASHO,S4_M_KYOKASHO,S4_R_KYOKASHO,S4_S_KYOKASHO,S5_J_KYOKASHO,S5_M_KYOKASHO,S5_R_KYOKASHO,S5_S_KYOKASHO,S6_J_KYOKASHO,S6_M_KYOKASHO,S6_R_KYOKASHO,S6_S_KYOKASHO,C1_E_KYOKASHO,C1_J_KYOKASHO,C1_M_KYOKASHO,C2_E_KYOKASHO,C2_J_KYOKASHO,C2_M_KYOKASHO,C3_E_KYOKASHO,C3_J_KYOKASHO,C3_M_KYOKASHO,K1_E_KYOKASHO,K1_E_KYOKASHO_9,K1_J_KYOKASHO,K1_M_KYOKASHO,K1_M_KYOKASHO_0,K1_M_KYOKASHO_1,K1_M_KYOKASHO_2,K1_M_KYOKASHO_3,K1_M_KYOKASHO_4,K1_M_KYOKASHO_5,K1_M_KYOKASHO_6,K1_M_KYOKASHO_7,K1_M_KYOKASHO_8,K1_M_KYOKASHO_9,K1_M1_KYOKASHO,K1_M2_KYOKASHO,K1_M3_KYOKASHO,K1_U_KYOKASHO,K2_E_KYOKASHO,K2_J_KYOKASHO,K2_M_KYOKASHO,K2_M_KYOKASHO_1,K2_M_KYOKASHO_2,K2_M_KYOKASHO_3,K2_M_KYOKASHO_4,K2_M_KYOKASHO_5,K2_M_KYOKASHO_6,K2_M_KYOKASHO_7,K2_M1_KYOKASHO,K2_M2_KYOKASHO,K2_M3_KYOKASHO,K2_U_KYOKASHO,B1_E得点,B1_J得点,B1_M得点,B1_R得点,B1_S得点,B1_2科目合計(国数),B1_3科目合計(英国数),B1_4科目合計(国数理社),B1_5科目合計(英国数理社),B1_提出flg,B2_E得点,B2_J得点,B2_M得点,B2_R得点,B2_S得点,B2_2科目合計(国数),B2_3科目合計(英国数),B2_4科目合計(国数理社),B2_5科目合計(英国数理社),B2_提出flg,B3_E得点,B3_J得点,B3_M得点,B3_R得点,B3_S得点,B3_2科目合計(国数),B3_3科目合計(英国数),B3_4科目合計(国数理社),B3_5科目合計(英国数理社),B3_提出flg,C_E得点,C_J得点,C_M得点,C_R得点,C_S得点,C_2科目合計(国数),C_3科目合計(英国数),C_4科目合計(国数理社),C_5科目合計(英国数理社),C_提出flg,直近3ヶ月_赤ペン提出回数,直近3ヶ月_赤ペン提出パターン,TEL回数_2,TEL回数_3,TEL回数_4,DM回数_2,DM回数_3,DM回数_4,直近3ヶ月_DM合計,直近3ヶ月_TEL合計,データ区分
NG6uLUU+e3bBihCJhLX0Fd5TxJWAmKaf2hlcu3SIPRFdOamZdcT4lquriICwTm7nJHWCnkW7CWZak1bav1LO9g==,1999,6,1,201506,1,0,NULL,S,NULL,1,NULL,10,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,10_直近入会者,月謝_直近入会者,0,-0.459959,1.01848,,1.01848,1,0,13,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ99,3,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E11,NULL,J01,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻAA,ｼAA,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
NGatP+IzhzefeIkdXarrfXfPjRqNA5btuC04C9785RcG3ZRnNDg5VRGNinDmGyByNqthoT4885UpMUPtGJBgIA==,1999,6,1,201506,1,0,NULL,S,NULL,2,2,11,11,0,0,1年,1年,0,なし,なし,なし,変更なし,変更なし,変更なし,2_なし,11_なし,1年_なし,1,64.032854,2.004107,-9.002053,61.995893,2,1,28,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
NgL8212uEPK97wo7bPpmIlXRm12dOtu5KjzsO5tydHn/iauBbt2U5tS2NTRIkjQtQiB/xNEkUfKDLv4sn4B0jQ==,1999,6,1,201506,0,0,1,S,NULL,2,NULL,11,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,11_直近入会者,1年_直近入会者,0,-1.01848,2.004107,-9.002053,2.004107,1,0,33,4,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ99,3,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EQ1,NULL,J19,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻAA,ｼRX,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
nGUAVFMarnlm29e7ncUFBnZkJFfDHRMDkytqbfMbLV/W4vpwzGrvcLpBRMWcfsAiroe7JPxedRtHFZ8tC8jcJA==,1999,6,1,201506,1,0,NULL,S,NULL,1,NULL,10,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,10_直近入会者,月謝_直近入会者,0,-0.459959,1.01848,,1.01848,1,0,13,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ99,3,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E11,NULL,J01,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻAA,ｼAA,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
NhdYfrsamY+9IzruIVlUkUrSiUIa2O9F2R8yYqU35dDXERwN2n/AcuDuGHX5n0dmGRb80no151twHdyA5R8xmw==,1999,6,1,201506,1,0,NULL,S,NULL,2,NULL,10,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,10_直近入会者,1年_直近入会者,0,2.168378,2.004107,-9.002053,2.004107,1,0,33,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ02,1,ｳ02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E81,NULL,J03,M04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U1J,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
NHeiL/k4butPphEKAJIDYKjI9mutjNKon7ikETyoRF8oiOrScWyv5jMJWBYdr7dFKA1Y00Qnc34ffxPwI21lrg==,1999,6,1,201506,0,0,NULL,S,NULL,2,NULL,11,NULL,1,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,11_直近入会者,1年_直近入会者,0,-0.032854,0,-11.00616,0,1,0,23,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ99,3,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E11,NULL,J01,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻAA,ｼAA,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
NhKvwVjbtpdaDPtWlmAVHtPX4lo6W5hbgDjG+E+eSWgBy5cFYkWIzcdO/3my/St0/jyQt4GMNm7JKKHvd2oyBA==,1999,6,1,201506,1,0,NULL,S,NULL,2,NULL,10,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,10_直近入会者,1年_直近入会者,0,3.778234,2.004107,-9.002053,2.004107,1,0,33,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
NhqM5mr0sASq9bpj98gFQQgVW9OUnOe4H1co9rdGBH72NjwVdBI9vj1FeEVsCDjDWlukAPwBq1r8rJXTI0JpIQ==,1999,6,1,201506,0,1,NULL,S,NULL,1,NULL,10,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,10_直近入会者,月謝_直近入会者,0,2.924025,2.004107,,2.004107,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ01,1,ｳ03,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E11,NULL,J01,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻAA,ｼAA,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
Ni9aniMlsml8zRQQyiuqTI4hFD/VDQAafMk0aIAnurxSzStNATHm+/eOzLjmWCc7vqUABzYoCMzRjCzSryXECA==,1999,6,1,201506,1,0,NULL,S,NULL,1,NULL,10,NULL,0,1,月謝,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,1_直近入会者,10_直近入会者,月謝_直近入会者,0,0.722793,2.004107,,2.004107,1,0,33,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ02,1,ｳ02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E61,NULL,J14,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻMM,ｼMX,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
NIIOxpmK1fYiX5FjxwAlFEet/Q5f+kBw1M0T7p7qBph6DHIAfT96NdtegIyJDLNOBMgHKXB/TtmX/mqQKU/RtA==,1999,6,1,201506,1,0,6,S,NULL,2,NULL,11,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,11_直近入会者,1年_直近入会者,0,0.62423,1.01848,-10.020534,1.01848,1,1,13,4,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ03,1,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E81,NULL,J19,M04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U1G,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1_学習
niQQxkBvGNJAaAZ7K+FHM+3T5XmZ3BVKZE78/zggWDCmYkogCV88n2hHAd8lhlW1178ovlGJu1crkjPqdE76ew==,1999,6,1,201506,0,0,NULL,S,NULL,2,NULL,70,NULL,0,1,1年,,0,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,70_直近入会者,1年_直近入会者,0,4.698152,3.942505,-7.030801,3.942505,1,0,13,4,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,1,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ99,3,ｲ99,3,ｳ99,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EL1,NULL,J19,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻKK,ｼNN,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
nIYoB5rmSV6RIcf88v7YnOH1t3t1YPD7UAQSVsWxrMBqE6nByq7cwhIZA8HrXBVROf7+bEoUZJDjkMAoZhLjdw==,1999,6,1,201506,0,0,NULL,S,NULL,2,NULL,20,NULL,0,1,半年,,1,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,直近入会者,2_直近入会者,20_直近入会者,半年_直近入会者,0,4.731006,3.942505,-0.985626,3.942505,1,0,13,4,2,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｱ02,1,ｲ02,1,ｳ02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EF1,NULL,J10,M01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ｻBX,ｼAA,ｽAX,U11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3_検証
